#The local date and time: 	Fri May 14 15:05:58 2021

#TIME CONSUMTION CALCUALATIONS, Flows in pcap file
#/mnt/c/Users/ahmad/Desktop/Thesis/pcap_files/SplittedPcaps/T1oneGig.pcap
#This file contains the Time report for implementing functions below
#All Randomness Tests plugin functions including RTs in R seperated
#RTs preprocessing (which includes the initialization of R instance in the first time)
#Ground truth label extraction in which the caputred flow is matched with the ones saved in GT file
#Classification time using ANN prediction
#NOTE: this time calculation is for each processed flow
#in ANN classification with its trained model(the model is loaded only once in the first flow)
#
RTpre	Freq	Blockfreq	Ser	Cumsum	ApEnt	Dft	Lruns	Runs	TBT	GCD	Bckstack	GTmatch	Classification	Packets	FlowID
66	22	17	27314	39	31156	4479	42	23	395297	515374	477683	9	9	5	3860547040
81	25	16	26958	40	30241	7392	47	24	401154	582698	487259	10	10	5	3592554256
64	22	18	26586	37	30434	4841	40	30	393078	632231	477424	10	10	5	1122770992
27	13	31	107	21	130	2320	27	11	247788	339278	285965	10	10	3	2309540720
42	16	9	26784	27	31061	5046	30	15	241539	396242	289521	10	10	3	3201139952
34	13	7	13611	20	15387	8777	21	9	161027	242512	187206	10	10	2	1994600832
86	28	31	121	43	143	6564	50	21	408423	463110	479744	11	11	5	1233048016
61	21	39	13660	33	15487	4940	81	32	402365	581062	474754	9	9	5	1438525440
74	20	27	13357	40	15351	4143	39	19	326398	431914	378710	10	10	5	4160216224
137	29	19	13265	43	15505	6642	51	24	405509	461791	482141	9	9	5	94482560
100	28	18	13370	42	15885	6696	51	24	410333	525088	483365	10	10	5	2564265824
92	30	20	96	43	94	21868	49	24	406238	462885	479870	10	10	5	2950909344
77	25	26	13384	42	15433	6362	51	22	408284	520458	478518	10	10	5	1007074576
40	15	12	14083	24	15445	2228	23	13	234603	332290	285698	10	10	3	1530840960
96	17	20	17095	21	15318	5881	25	15	236843	273714	289182	10	10	3	2777719120
56	20	22	94	29	111	13220	49	16	323962	431343	378831	9	9	4	2014891728
15	9	23	86	14	110	1310	12	5	158547	472713	185196	9	9	2	3095824672
23	9	17	13252	15	14869	739	15	9	154861	179711	185693	10	10	2	2505454416
23	10	15	13164	15	14831	675	13	10	155320	177750	185272	10	10	2	3213644720
49	17	22	142	26	105	16820	25	14	242292	334175	290686	10	10	3	3072748224
63	31	39	13787	50	15425	4920	42	18	405016	586559	481031	10	10	5	1827318288
90	28	19	13287	43	15416	7640	51	24	410495	524073	483290	9	9	5	892263504
100	28	19	13223	42	15458	6826	51	25	406900	520463	483152	9	9	5	3093168640
67	21	45	167	36	221	4501	44	19	403219	461158	474937	10	10	5	3306854592
87	24	18	70	34	68	5487	36	18	326700	370458	386259	10	10	5	661032528
90	27	25	116	45	175	5089	48	22	409580	522665	481383	10	10	5	914854912
66	22	35	13960	37	15989	3903	46	20	411812	465810	478353	9	9	5	1158928272
73	24	17	74	37	72	6279	62	62	327395	369675	497018	10	10	5	1260141280
70	21	36	134	33	158	5493	43	16	393132	516522	478548	10	10	5	2125827120
46	13	25	103	19	130	2024	23	10	239859	339253	284554	10	10	3	395326880
87	29	19	13349	43	15357	13233	48	33	409384	457851	473719	10	10	5	2030815776
38	14	29	105	24	130	1988	27	12	246004	338004	283796	11	11	3	1167263488
46	16	20	13527	24	15345	2415	24	14	240492	281836	287580	11	11	3	4236030064
73	24	17	27509	36	31188	7178	43	20	410089	462842	480040	11	11	5	19194688
53	19	23	150	29	187	3219	33	15	391714	456179	469216	10	10	5	707265360
111	22	35	13893	38	15841	4567	48	23	399888	522457	481944	9	9	5	2017656128
54	19	19	13903	28	15853	3887	31	20	320677	422349	381743	20	20	5	3406765168
33	13	30	105	19	131	2478	24	9	247323	337966	287458	36	36	3	3832425392
40	14	16	13540	24	15425	3856	25	10	241616	278106	280291	10	10	3	545873664
82	27	20	82	39	80	6132	53	19	326532	370890	385409	10	10	5	762587712
111	61	20	13520	44	15996	6723	55	25	403469	458373	484732	11	11	5	220604112
25	10	25	86	16	111	601	14	8	159434	184093	187834	10	10	2	2608833872
26	10	25	98	17	113	588	13	8	161730	186531	187317	9	9	2	674150832
27	10	26	85	17	112	633	14	9	160624	183534	189413	10	10	2	3143934096
39	14	32	107	21	132	4193	40	32	245480	404749	289161	10	10	4	727585648
13	4	9	41	6	66	162	4	2	77510	93669	93362	9	9	1	4052984736
36	14	30	117	21	132	2406	26	10	244663	337455	288171	7	7	3	3742947872
72	22	16	73	33	71	8467	36	18	328451	371333	382489	9	9	5	2948134064
84	26	38	13450	41	15473	5518	50	20	408554	460986	477606	9	9	5	1904173072
27	11	13	13482	17	15224	1676	14	11	159343	245957	188044	10	10	2	80317056
40	13	19	61	20	74	13135	22	22	162547	184738	191032	10	10	2	903018944
132	41	31	122	41	133	6599	48	20	407795	519452	484465	27	27	5	2224259328
75	23	26	103	37	116	5122	41	19	327300	432192	378381	10	10	5	2600969728
84	40	28	119	43	131	6478	47	20	410602	522355	479947	10	10	5	3129752576
95	28	29	119	44	132	6556	47	22	411561	523450	481355	10	10	5	4187318272
123	25	26	13700	42	15641	5527	47	21	404484	585259	478926	12	12	5	421133824
98	28	28	120	57	133	6896	49	22	408983	464801	475908	10	10	5	3944371072
99	28	28	135	43	131	6404	50	24	407953	519916	483635	23	23	5	2118744368
105	30	20	108	43	91	8613	48	22	410501	462546	486139	9	9	5	78546368
19	6	8	42	8	55	168	5	3	79378	91913	93813	10	10	1	3565768768
17	5	8	40	7	53	162	5	2	78501	92137	91221	10	10	1	404707520
18	5	8	40	7	53	161	4	2	76881	92119	93440	10	10	1	1685561248
15	5	8	40	7	53	180	5	2	78991	92295	92551	10	10	1	3418821088
56	18	14	13556	29	15542	3716	28	15	246285	276082	291861	10	10	4	409517968
94	38	17	13521	38	15470	5121	40	19	331749	368700	380644	10	10	5	2240679936
57	18	24	158	28	283	3599	32	16	391638	459660	474582	10	10	5	3818948430
66	18	24	178	29	199	3495	32	15	392181	458911	474956	10	10	5	3503213200
102	27	30	120	41	133	6763	48	22	413628	623302	472507	10	10	5	558923072
91	27	30	120	43	182	7122	50	22	411646	524294	480144	22	22	5	3185463184
29	10	23	87	18	117	937	13	8	159231	185002	185929	10	10	5	3093260662
90	28	30	120	42	133	6657	48	22	401448	526062	479197	10	10	5	2556552192
49	17	19	13762	27	15765	4508	30	15	245943	339726	282324	9	9	3	4158942368
87	25	18	16112	40	15811	8406	47	22	327255	369809	384780	10	10	5	1485645824
83	25	18	14487	39	15623	7880	45	22	325941	369221	384232	10	10	5	1377783808
83	24	17	13546	48	15355	5364	46	21	325758	371986	388148	10	10	5	1269921792
63	22	32	183	33	160	5313	65	32	405509	583301	480962	10	10	5	1142907664
95	29	31	133	42	134	6970	51	20	408702	522911	477588	10	10	5	1205301072
92	27	19	13695	45	15589	6654	51	23	410759	524741	483066	10	10	5	953953248
56	20	41	162	35	199	2628	37	15	404151	462629	470320	10	10	5	3845169504
88	28	19	13757	41	15586	7497	51	23	409980	524182	476653	9	9	5	2541005296
93	28	19	13503	59	15400	8729	51	25	408004	521742	476662	9	9	5	2580016160
88	41	19	13375	42	16016	8587	50	23	412584	462178	482059	10	10	5	1037816816
94	28	19	13524	43	15491	8757	84	83	401921	459696	477254	10	10	5	280631712
95	29	30	120	43	131	7357	46	24	412479	461194	473574	9	9	5	4148318240
64	21	40	161	34	198	4963	42	17	401357	639671	463039	10	10	5	2431747872
62	23	22	15793	31	15423	4038	34	20	397829	634566	474389	11	11	5	1571535600
39	10	23	87	19	115	945	13	7	156503	187686	187549	9	9	4	2408452076
24	8	23	90	13	117	988	10	4	150623	183745	184847	9	9	4	1341984210
46	15	24	13875	26	15877	3997	30	11	321897	368398	378946	12	12	4	311714464
3	2	2	1	1	1	2	0	0	0	0	0	5	5	1	2004780720
89	27	28	164	42	132	6785	50	20	413644	464844	482851	11	11	5	1017564960
53	19	35	13689	34	15628	2804	36	21	399945	646174	469989	10	10	5	1241133056
40	15	26	41204	95	46540	1977	27	12	242275	279480	284603	10	10	5	1206582272
89	28	29	120	41	151	6363	48	20	414408	613317	477298	10	10	5	3820386544
84	25	28	117	50	131	7540	50	22	412464	523874	475172	10	10	5	2368383472
91	27	29	120	42	133	6561	53	26	409852	523879	479831	9	9	5	1120437824
72	24	14	53801	39	61474	3973	50	21	402962	586104	473359	10	10	5	3581298608
85	28	30	121	42	133	7846	51	23	411196	461047	477221	9	9	5	1371722176
115	13	18	62	21	77	1297	34	10	159126	249354	187954	10	10	5	400639088
29	11	17	13359	18	15136	3444	18	9	163111	247499	189276	10	10	5	1961621328
372	72	155	430	122	480	21711	102	36	322054	358615	381474	10	10	5	2633927264
91	28	30	119	43	178	7718	50	24	408367	462338	475525	10	10	5	1623006528
105	27	30	122	42	134	6073	51	22	409581	463468	479367	9	9	5	3533465264
134	28	31	131	42	134	5673	52	24	408709	462358	474584	9	9	5	1148956704
95	29	49	15178	45	15578	7359	66	25	413734	520133	477003	11	11	5	280018176
94	28	32	123	44	136	6543	54	22	412901	609628	496931	10	10	5	2745567776
88	28	30	119	42	142	12788	55	25	408500	456310	475433	10	10	5	4210237792
60	21	30	127	34	153	3268	37	15	326778	431949	382021	32	32	5	62587904
75	21	37	129	32	155	4049	42	18	326718	371221	383330	10	10	4	2109807104
21	11	20	13501	18	15486	934	19	12	164157	185174	191826	11	11	5	2977277952
93	26	20	99	33	96	7894	39	21	414025	460184	476943	13	13	5	2653691904
40	15	11	13475	25	15414	9401	23	12	167871	185492	190951	10	10	5	2437967872
88	26	29	13618	44	15671	10348	47	24	403130	467114	476912	10	10	5	2903523808
82	28	96	124	55	137	6464	50	21	414696	466278	475800	11	11	5	238375280
68	24	32	158	37	180	5673	45	21	402400	462105	478457	10	10	5	2067792976
67	23	36	13952	39	15836	21412	46	23	405064	518502	475169	26	26	5	1074106112
93	28	30	120	41	145	6123	49	21	409131	464297	476522	9	9	5	2730728528
94	28	30	122	42	134	6207	50	23	411613	466323	482305	10	10	5	1862601072
98	28	30	124	44	136	6449	51	23	400786	465620	483525	10	10	5	277142080
80	25	38	144	57	171	6788	47	21	398571	526889	473524	10	10	5	913273984
42	17	44	149	28	182	17102	32	18	316304	368064	379533	10	10	5	477463216
57	40	54	150	57	251	3679	38	26	316496	367528	384459	10	10	5	924137680
64	22	27	100	35	186	5972	40	17	325221	372086	381231	11	11	5	2455772400
112	31	30	122	42	134	5902	53	23	410533	525656	478509	9	9	5	1305687392
89	27	30	144	43	131	8596	51	23	408011	523299	476764	10	10	5	4289887952
56	18	26	121	28	148	2367	33	17	320555	372395	376419	10	10	5	1139283584
72	22	42	166	35	204	5127	78	17	409100	465020	474593	10	10	5	3891989504
105	29	30	122	43	134	14672	56	25	414042	461465	479301	9	9	5	1082921920
92	27	30	121	43	133	14451	52	21	410364	462639	477863	10	10	5	246205008
65	23	48	168	36	205	6524	49	19	408557	469884	473341	10	10	5	485544960
87	27	29	118	42	196	7650	52	21	411684	536332	487389	9	9	5	811594800
87	28	31	124	44	136	8024	48	22	429489	484780	503659	10	10	5	3019114736
67	19	37	133	31	161	4176	41	16	333434	371062	411396	10	10	5	707675648
78	25	39	145	52	174	15343	47	22	423178	479168	514643	11	11	5	3496943616
90	25	39	147	38	205	6239	48	20	421883	485842	530846	10	10	5	1991244288
91	28	31	125	43	138	8502	51	24	426529	463275	502407	10	10	5	1237082976
91	29	31	140	44	139	6909	52	26	424550	535947	488969	10	10	5	4109900800
86	28	30	121	44	134	9021	52	24	400722	528780	498878	77	77	5	1251342416
100	31	31	124	50	136	8282	69	26	415280	541957	494863	9	9	5	1725392240
99	28	30	122	42	134	7759	50	24	414604	541793	489589	10	10	5	697320400
89	28	30	123	43	136	6643	51	24	412535	538767	507048	10	10	5	2339343680
54	18	28	13776	31	15943	4579	38	20	417896	559778	499445	10	10	5	2632023040
78	25	39	158	38	171	19911	67	25	411502	487874	504685	9	9	5	3817505280
59	18	38	13601	30	15678	4353	38	20	452926	831298	571298	25	25	5	3698194432
61	12	20	69	19	96	3002	21	10	186259	211658	203525	11	11	5	1786339936
33	13	20	65	22	80	3280	20	9	165984	189782	195516	9	9	5	4251889536
27	23	20	13676	52	15750	4373	51	35	170472	221754	230228	11	11	5	3644263424
43	15	47	16333	32	18528	5763	84	19	440139	719699	422123	9	9	5	3042819072
115	29	31	131	43	140	6784	51	21	436870	531242	506195	9	9	5	123255616
78	23	38	13665	39	15492	7958	47	20	417076	475613	500993	9	9	5	16014848
66	21	37	14084	38	15689	8194	46	20	407786	544872	491377	9	9	5	3249544192
65	22	38	13682	37	15645	7082	47	21	412014	600117	518059	10	10	5	238145536
76	26	38	146	40	171	13317	74	22	426015	497665	514367	10	10	5	4071418192
105	26	30	125	39	138	6626	46	22	426842	606522	622522	11	11	5	987944224
91	26	44	170	39	198	16123	53	25	489474	568424	545501	10	10	5	2241261872
82	25	40	153	41	180	22805	52	26	419480	484355	540851	10	10	5	1220407936
82	25	40	153	41	180	5576	101	36	419253	480638	502419	10	10	5	4282969744
59	19	26	27899	32	31701	4548	36	19	329375	508684	391242	10	10	5	2544894976
90	28	30	124	42	136	7662	49	19	415531	478512	494319	11	11	5	1742543152
80	24	37	13617	37	15798	7311	46	22	412217	472696	500406	10	10	5	570195968
88	22	15	14744	35	15490	10749	33	20	246903	288392	305354	10	10	5	516264960
52	19	26	125	30	152	2333	33	15	320273	373876	400227	10	10	5	4057234560
50	18	35	27435	43	31921	6145	37	16	333349	383573	397264	10	10	4	4008909440
82	22	39	27125	36	30741	12659	45	18	413248	482795	488715	10	10	5	1555194240
76	21	40	144	32	169	18312	42	20	415571	547728	491365	9	9	5	3396446336
26	11	30	95	20	121	2339	15	10	164026	194869	189790	10	10	4	4010840832
85	28	30	138	43	134	16311	50	25	412943	483615	485217	10	10	5	3332914432
92	28	30	123	59	136	7687	50	22	413681	533768	500761	11	11	5	31592480
65	38	28	13821	36	15647	4408	37	19	404786	545462	497443	10	10	5	2483304448
95	28	30	123	42	153	6600	53	23	415963	546687	485152	11	11	5	1436715136
75	22	30	144	33	168	5143	36	21	407520	539297	500776	10	10	5	2486308864
106	28	31	121	43	134	10413	51	23	418604	479927	504491	10	10	5	1736561136
61	20	28	13977	34	16001	4878	40	23	410894	601837	513822	11	11	5	2484806656
105	29	32	128	44	142	11079	54	24	421412	475018	498696	11	11	5	2873124048
90	29	31	138	43	136	6556	51	24	413012	479418	489888	10	10	5	520026032
46	16	27	26971	29	31045	14133	29	17	325045	518030	389654	10	10	5	3573420320
76	26	29	123	36	148	6638	44	21	408075	533947	491006	11	11	5	2516110832
98	28	20	97	38	95	7284	44	23	417695	487288	580501	11	11	5	586662016
96	29	32	132	45	161	6537	52	23	444067	544803	490364	10	10	5	1433823472
62	18	29	28800	31	31959	4614	31	18	340457	432683	377791	9	9	5	1566782592
99	28	30	154	42	151	6741	78	25	417023	525827	481630	10	10	5	3000856320
43	16	29	26983	27	30782	2689	30	18	326140	434767	376772	10	10	5	1568713984
46	17	24	164	31	150	3753	31	16	326181	434712	383164	11	11	5	652391360
84	30	31	125	46	159	6718	46	23	421985	529558	484270	10	10	5	2930161808
53	19	27	27075	32	31009	4315	39	20	406251	638323	476924	10	10	5	1413578752
51	19	30	161	32	216	2473	33	15	401797	460338	524405	17	17	5	1302243712
97	29	60	150	40	167	7045	59	25	449112	541672	480626	10	10	5	1522271776
102	41	31	121	44	133	6746	52	22	415106	462396	481361	10	10	5	85862864
86	25	31	132	39	134	5899	50	21	415142	462864	479829	10	10	5	130083072
85	27	31	134	42	132	17511	53	21	451189	477956	484054	10	10	5	2735915216
87	27	31	121	40	134	22684	52	23	408340	525380	480749	9	9	5	3321347776
87	28	31	135	47	145	5737	51	22	412480	468807	480124	9	9	5	2972940128
89	28	31	121	42	135	7654	63	22	418232	462856	478354	10	10	5	3446989952
92	29	32	126	44	153	6588	53	21	422614	462551	478305	10	10	5	3209965040
21	10	10	14251	18	17309	717	12	25	161312	247847	189777	10	10	3	114381744
20	10	16	14410	17	15557	1882	15	9	234614	454584	283714	10	10	5	839715920
70	25	38	146	41	171	13521	49	22	415360	465246	469562	10	10	5	2692433232
84	27	30	121	42	173	12917	50	23	411623	468110	483003	10	10	5	226883632
19	11	10	13850	15	15604	1564	12	8	158543	242636	189817	9	9	4	1550790656
68	22	41	173	37	213	5393	45	19	403129	464074	476118	9	9	5	1471176704
92	25	18	13637	36	15592	13291	43	21	408652	458593	469805	10	10	5	913904784
67	21	15	70221	34	78949	8121	44	18	408620	466542	483469	10	10	5	2812954112
87	23	16	28612	45	32662	9368	53	24	405040	523192	480133	10	10	5	2926646272
85	29	29	121	42	132	4488	53	24	413492	527925	485238	10	10	5	381022208
88	28	29	120	57	134	5633	51	21	417996	524858	478385	12	12	5	652466176
85	24	19	93	45	91	5259	47	25	411924	464229	486138	11	11	5	3743986688
91	27	31	123	38	136	8563	49	22	404251	472281	486567	9	9	5	1567742880
90	28	31	137	43	135	6280	51	24	400667	474632	489359	10	10	5	2167434880
80	25	39	147	40	171	13802	59	23	417680	477448	481458	9	9	5	3568783872
78	25	39	147	40	187	19165	48	22	414489	464553	491305	10	10	5	3346653184
48	18	10	27109	29	30702	5671	31	13	245324	282584	293290	11	11	5	3348854784
46	19	25	27174	30	30970	7085	47	17	323928	433378	394708	10	10	5	2021720064
98	28	33	130	42	153	14105	55	25	408492	528454	496144	9	9	5	2530169424
84	27	26	117	43	154	7199	48	22	407512	468383	490506	11	11	5	4149846704
91	27	27	123	42	134	7036	50	24	399035	475553	487737	11	11	5	1674155616
92	27	29	122	44	134	6750	50	24	406425	466604	488848	14	14	5	3712236784
82	27	28	13665	42	15569	5258	48	23	401123	466004	492786	15	15	5	655816192
69	23	35	13668	39	15587	4527	45	22	402940	465089	476924	21	21	5	2161515520
72	24	16	13583	38	15434	7715	44	20	331876	436160	390991	10	10	5	2178356224
35	14	9	13564	23	15437	1854	21	13	159434	187042	197891	10	10	5	2176854016
40	14	9	13498	22	15346	4474	21	12	163001	191856	196265	10	10	5	2181360640
94	27	40	126	42	139	6991	49	22	420861	473260	489383	10	10	5	301553872
42	16	11	13371	25	15359	16142	28	14	237329	336719	294933	10	10	3	3469615728
63	22	23	100	36	114	4485	37	15	388707	518480	482888	19	19	5	874161408
74	44	32	116	36	129	5447	42	28	406897	462544	493867	12	12	5	1386790022
81	27	29	122	42	135	5896	48	23	414036	471484	488770	9	9	5	572610092
79	26	28	134	41	131	5654	44	21	402304	467868	488664	9	9	5	165520127
73	22	22	116	33	128	5503	42	20	412660	468742	484578	10	10	5	4053397458
63	22	27	13687	38	15540	4100	39	21	401900	535445	481493	10	10	5	3123196880
41	16	31	152	28	192	2297	28	11	317443	380946	381652	10	10	5	401761266
50	18	26	158	42	196	3198	34	17	402753	581612	482035	10	10	5	1951449152
44	20	26	13628	34	15578	2783	31	18	396257	650125	484986	11	11	5	2095845959
41	18	25	14527	32	16489	2365	32	18	384707	527002	476418	10	10	5	2759346688
67	24	44	103	38	116	5796	45	16	426446	550538	495415	10	10	5	4289520264
84	28	27	121	44	134	6434	50	23	415983	536390	488050	10	10	5	1850238896
47	16	19	80	25	108	16782	33	16	247526	363906	297990	9	9	3	2753423360
78	25	41	146	41	172	11679	49	20	415040	533583	490684	12	12	5	2455948176
87	28	28	121	41	133	7408	50	20	413214	471638	486711	9	9	5	993479216
88	28	28	121	43	156	6278	49	24	407790	469806	489732	10	10	5	250993936
88	28	28	120	57	133	6393	50	23	415220	472365	486729	11	11	5	4040500864
88	28	29	120	44	133	6100	62	23	414856	470480	487702	10	10	5	756454304
88	28	29	139	43	132	10653	52	24	413858	472009	480548	10	10	5	3535040496
105	28	28	122	43	134	6386	51	21	418705	536274	496494	10	10	5	536334032
61	21	35	145	36	163	4132	40	16	321312	378694	388963	10	10	5	3345331200
72	25	35	13851	37	15685	18961	47	22	409236	534857	491644	10	10	5	1839631872
79	24	35	145	40	185	9454	51	23	412205	480334	486225	9	9	5	2061762560
96	29	48	133	44	135	6856	50	18	412839	477349	491343	9	9	5	290880592
98	28	28	122	43	134	6412	50	22	414161	470067	490256	10	10	5	1310138992
30	13	20	13494	23	15480	1522	20	13	164396	191833	195513	10	10	4	2266158336
34	15	36	14113	26	15642	1873	27	15	323331	432636	381907	10	10	5	2882484224
58	21	15	58	33	57	3328	38	19	244828	277977	295864	10	10	5	1820904448
73	21	32	14010	53	16137	4111	44	22	402436	468413	489855	9	9	5	2555239424
63	23	49	171	36	209	12156	45	16	399040	527686	483646	9	9	5	1271670784
71	23	36	144	38	169	13281	44	19	397809	472946	487934	9	9	5	4060938752
72	23	36	146	38	173	13811	45	20	406911	473049	486734	9	9	5	1049540096
89	28	29	138	43	135	7480	51	24	404154	525732	482137	9	9	5	2007092736
85	27	28	121	43	133	6942	50	22	402399	469920	486447	9	9	5	2306938736
86	28	29	121	43	133	13972	49	23	406401	524399	485802	10	10	5	2721152800
70	22	27	13594	35	15695	5352	39	20	400571	464130	473404	9	9	5	258823704
98	28	43	122	44	133	7526	49	19	412577	531360	486844	10	10	5	299356704
24	11	24	65	19	82	1314	20	10	233833	281064	293731	10	10	5	1659489408
20	8	17	88	15	116	721	10	8	152448	181586	190219	10	10	4	1033704632
102	32	29	135	48	137	16579	50	25	404709	471043	485023	10	10	5	739104320
89	28	29	123	43	138	5984	56	23	412433	477753	496631	9	9	5	1513000144
61	20	14	27269	30	30771	8661	38	25	327311	374441	392665	11	11	5	3031757456
24	12	24	13500	23	15413	1296	24	14	236298	348040	290507	10	10	5	438425984
61	22	15	13522	32	15454	17789	35	17	331724	375647	399108	9	9	4	2116820672
90	31	19	14009	57	16193	16523	55	26	415511	532985	491042	10	10	5	650493280
82	22	48	133	35	162	4297	43	17	329748	443664	382882	9	9	5	982745280
68	23	43	172	36	209	5531	47	21	408945	537442	486686	10	10	5	1431110816
68	24	35	157	40	178	7024	47	21	413197	603976	497411	10	10	5	1206928048
33	12	24	13844	20	15566	3758	21	13	240587	343615	298553	10	10	5	1680734720
29	12	24	13862	20	15836	1818	21	14	241748	346199	296282	10	10	5	453877120
110	28	29	124	43	137	7519	50	25	420504	474078	484668	10	10	5	3223428960
28	13	37	68	21	83	1689	20	12	240956	341612	291722	10	10	5	3521986816
81	28	29	138	45	149	6916	52	25	414641	535552	490731	10	10	5	2749379136
27	11	24	14810	20	16467	2629	23	15	244559	351249	287109	10	10	5	457739904
70	24	31	13568	37	15819	4500	44	23	411110	534416	490261	11	11	5	2419062048
63	22	24	139	34	163	4212	41	16	411771	477331	485244	10	10	5	1606408955
16	7	19	88	15	137	374	10	7	156338	188653	186889	10	10	5	1494024802
88	26	28	134	39	135	6808	47	19	413034	464621	496800	10	10	5	2795823040
88	28	30	126	44	138	6747	51	24	417886	524961	496351	11	11	5	4068086848
98	28	28	121	43	133	8580	50	23	412980	538944	499226	9	9	5	1732675072
