#The local date and time: 	Fri May 14 17:18:34 2021

#TIME CONSUMTION CALCUALATIONS, Flows in pcap file
#/mnt/c/Users/ahmad/Desktop/Thesis/pcap_files/SplittedPcaps/T1oneGig.pcap
#This file contains the Time report for implementing functions below
#All Randomness Tests plugin functions including RTs in R seperated
#RTs preprocessing (which includes the initialization of R instance in the first time)
#Ground truth label extraction in which the caputred flow is matched with the ones saved in GT file
#Classification time using ANN prediction
#NOTE: this time calculation is for each processed flow
#in ANN classification with its trained model(the model is loaded only once in the first flow)
#
RTpre	Freq	Blockfreq	Ser	Cumsum	ApEnt	Dft	Lruns	Runs	TBT	GCD	Bckstack	GTmatch	Classification	Packets	FlowID
71	19	14	60	29	59	3380	32	24	245133	272995	288804	11	11	5	3465446400
33	16	32	140	22	132	2993	45	27	244773	345487	289926	11	11	3	2230717024
88	27	20	83	40	82	6768	51	23	328547	370058	385067	10	10	5	1833154080
82	29	19	13785	46	15459	9467	53	25	406911	454457	481112	10	10	5	2252590336
99	28	19	13497	45	15466	6444	52	24	409554	519282	476732	11	11	5	1319250896
78	25	18	13461	36	15466	7364	42	21	394325	517240	471930	10	10	5	788061712
82	26	18	13349	42	15292	6774	50	23	406802	519350	479321	10	10	5	1767370224
76	25	16	75	36	73	5386	50	18	327993	367979	384463	10	10	5	2001093264
62	22	18	26853	38	31333	4425	43	21	397188	520742	475561	10	10	5	3860547040
73	26	16	26825	39	30525	7806	49	24	403045	583253	481095	9	9	5	3592554256
68	23	19	26882	38	30735	4766	45	23	397459	642321	477670	10	10	5	1122770992
33	14	31	105	22	132	2341	28	12	238520	341087	285401	10	10	3	2309540720
33	16	9	26899	27	30427	4736	29	14	239379	391240	290822	10	10	3	3201139952
35	13	7	13427	21	15373	9272	22	9	166331	244919	192146	10	10	2	1994600832
120	29	30	120	43	132	6396	50	21	408056	463771	483483	10	10	5	1233048016
70	20	38	13478	33	15416	4934	46	21	397995	581290	486533	9	9	5	1438525440
71	20	27	13638	32	15688	4129	40	20	320576	430001	388063	11	11	5	4160216224
85	28	64	13823	43	15883	6660	51	23	406845	463681	482945	10	10	5	94482560
91	25	18	13666	37	15402	6597	50	26	404877	520435	482972	11	11	5	2564265824
99	29	20	96	43	93	22009	48	24	406378	461245	482849	11	11	5	2950909344
82	25	26	13325	40	15289	6170	50	20	406879	524814	482987	10	10	5	1007074576
41	15	12	13497	23	15294	2217	24	12	236383	335079	285979	10	10	3	1530840960
50	16	20	14004	26	15410	6083	27	16	246386	281311	294172	41	41	3	2777719120
56	20	21	139	30	106	13017	32	17	321837	429506	380773	9	9	4	2014891728
19	9	22	83	14	109	1358	12	5	156057	294525	186115	10	10	2	3095824672
20	9	17	13339	15	15238	750	15	8	159013	189859	188647	10	10	2	2505454416
16	10	16	13682	16	15762	717	15	10	158701	189021	190919	10	10	2	3213644720
48	17	22	80	24	91	17552	25	13	241330	337225	289273	11	11	3	3072748224
58	20	39	13471	30	15479	4899	40	19	404126	580324	478240	10	10	5	1827318288
87	28	18	13799	42	15795	7741	50	23	405481	520626	484856	9	9	5	892263504
90	28	18	13452	42	15372	6674	51	25	408832	522252	483128	10	10	5	3093168640
63	22	45	181	34	204	4345	45	18	402478	461794	470345	9	9	5	3306854592
74	23	16	70	33	68	5263	35	17	324459	369710	386814	10	10	5	661032528
99	27	24	114	42	142	4715	48	21	398484	526813	478694	11	11	5	914854912
67	23	35	13461	38	15431	3826	45	21	402899	465227	478294	10	10	5	1158928272
74	24	16	74	37	73	6196	38	20	312091	367292	389680	10	10	5	1260141280
88	24	38	141	38	166	5673	46	18	386059	522610	474392	9	9	5	2125827120
36	12	24	100	17	176	2053	23	11	229147	328648	279502	9	9	3	395326880
99	54	20	13530	43	15354	13393	48	24	396830	461130	478525	10	10	5	2030815776
35	14	29	104	22	129	1995	27	10	236305	334948	283846	11	11	3	1167263488
44	15	19	13113	24	14790	2688	24	15	232432	269867	287328	11	11	3	4236030064
85	34	19	27123	38	30590	7276	44	21	388626	455182	483118	10	10	5	19194688
50	18	22	152	29	189	3282	33	19	393253	470560	470367	10	10	5	707265360
74	22	35	13452	38	15414	4204	46	21	388039	521189	477161	9	9	5	2017656128
47	19	18	12946	28	14998	3846	33	21	315810	424143	383622	10	10	5	3406765168
46	14	41	105	22	129	2372	36	10	236352	335989	281480	10	10	3	3832425392
49	32	15	12957	23	15003	3809	25	10	240269	276967	288087	10	10	3	545873664
75	24	20	93	56	106	6587	48	23	325766	360999	382167	10	10	5	762587712
209	64	58	13583	57	15288	6556	52	24	398892	459657	489335	11	11	5	220604112
23	10	52	86	16	110	584	14	8	157512	185776	190193	9	9	2	2608833872
24	10	25	83	16	108	618	14	8	156232	187296	186196	9	9	2	674150832
25	10	24	83	17	108	607	13	8	158306	185990	189068	10	10	2	3143934096
51	14	31	155	21	136	3764	55	27	242476	392851	290124	11	11	4	727585648
10	4	8	40	7	53	186	4	2	76082	91348	95559	9	9	1	4052984736
30	12	29	104	18	130	2441	24	10	240083	333529	286721	7	7	3	3742947872
65	23	16	104	55	91	8275	36	18	323819	370572	388019	10	10	5	2948134064
75	25	26	13924	42	15861	5904	49	22	401009	465060	486652	9	9	5	1904173072
19	9	12	13905	17	15742	1720	14	9	156893	244773	191549	10	10	2	80317056
33	13	18	59	20	75	12942	21	10	158162	185487	193210	10	10	2	903018944
90	28	31	121	41	134	6635	49	22	409095	520719	483993	20	20	5	2224259328
70	23	25	103	37	130	5109	40	31	319162	433083	386804	11	11	5	2600969728
86	27	28	120	42	132	6669	49	22	400393	523191	478603	10	10	5	3129752576
86	27	27	132	42	140	6651	47	21	406495	524449	480331	10	10	5	4187318272
78	25	26	13825	41	16536	5454	48	49	400040	575208	476096	9	9	5	421133824
137	28	28	120	42	131	7063	50	22	403260	464975	482865	10	10	5	3944371072
93	28	28	119	42	131	6373	51	23	402830	522131	476860	9	9	5	2118744368
101	30	19	104	43	91	8990	51	51	409167	471074	482105	10	10	5	78546368
14	6	8	74	8	54	198	5	3	79262	94407	93977	10	10	1	3565768768
14	6	8	40	7	53	176	5	2	75180	92819	92860	10	10	1	404707520
14	5	7	40	7	52	171	4	2	77028	92990	93670	10	10	1	1685561248
12	6	8	41	7	53	163	4	2	80508	90725	92245	11	11	1	3418821088
54	67	14	13880	27	16351	4098	30	14	241568	274024	286054	10	10	4	409517968
72	23	16	13336	37	15413	5157	40	20	325875	367004	379893	10	10	5	2240679936
51	18	24	157	28	213	3524	31	15	380638	455241	476367	10	10	5	3818948430
55	18	24	161	28	218	3471	32	14	385556	458803	474801	9	9	5	3503213200
157	29	47	120	41	132	6461	47	19	400685	529041	475090	10	10	5	558923072
88	25	30	120	36	133	6920	48	21	403068	525901	482993	10	10	5	3185463184
26	10	23	87	18	115	968	13	10	156250	184874	184831	10	10	5	3093260662
94	27	30	120	42	149	6388	49	21	403355	523109	480174	10	10	5	2556552192
51	17	19	13327	28	16029	4525	30	16	249861	382818	318089	11	11	3	4158942368
123	37	29	15603	42	17336	9394	53	24	341924	372199	388085	10	10	5	1485645824
77	25	17	13352	40	15352	7804	46	20	324134	367822	405465	11	11	5	1377783808
86	24	17	13843	40	16618	5773	45	20	330891	371815	400615	10	10	5	1269921792
69	23	34	150	33	176	5543	39	18	416343	581483	484377	10	10	5	1142907664
83	28	32	121	43	148	7114	87	41	408597	520729	480818	10	10	5	1205301072
93	28	18	14256	37	15862	6692	52	24	405054	524708	485371	10	10	5	953953248
53	20	40	156	34	194	2704	38	16	399890	464370	478659	10	10	5	3845169504
90	67	19	13442	42	15367	7371	49	22	402944	518493	477447	10	10	5	2541005296
87	28	18	13832	40	15863	8825	48	24	394338	525839	484894	10	10	5	2580016160
95	28	18	13459	41	15220	8710	50	23	393425	450888	485432	10	10	5	1037816816
89	28	18	13518	42	15918	8681	61	43	407122	464094	483486	10	10	5	280631712
89	28	30	120	53	132	7160	58	24	404243	462148	480964	10	10	5	4148318240
81	21	40	161	34	197	5048	42	17	388421	522634	479558	10	10	5	2431747872
61	20	21	16072	32	15564	3787	33	20	386815	615330	473736	13	13	5	1571535600
39	10	23	87	18	115	918	12	8	154739	185067	187916	10	10	4	2408452076
26	8	23	87	13	114	901	10	4	149364	181729	191421	9	9	4	1341984210
48	15	24	13318	26	15346	3847	29	11	318122	370212	376702	11	11	4	311714464
10	3	1	2	1	1	2	0	0	0	0	0	6	6	1	2004780720
84	27	28	120	42	132	6757	49	20	411252	469001	489510	11	11	5	1017564960
53	19	34	13589	38	15543	2793	36	21	400883	641762	469816	10	10	5	1241133056
39	15	10	42005	21	46321	1925	27	12	238492	277563	284354	10	10	5	1206582272
84	28	61	134	42	130	6594	51	20	403750	533023	486488	10	10	5	3820386544
96	27	28	118	41	131	7340	50	19	413760	527781	484711	10	10	5	2368383472
91	28	28	118	41	130	6411	50	23	406741	532010	482457	10	10	5	1120437824
82	57	14	53265	39	60683	4133	48	18	387277	565049	479430	11	11	5	3581298608
86	28	29	129	41	131	8011	49	23	404056	464166	487832	9	9	5	1371722176
34	13	18	60	20	75	1150	20	8	162565	251210	191986	11	11	5	400639088
32	11	17	13463	18	15272	3493	19	10	159877	248000	190818	11	11	5	1961621328
108	25	27	111	39	116	6944	44	19	325587	374725	387531	10	10	5	2633927264
96	28	30	136	44	135	7556	51	21	410650	463045	480100	10	10	5	1623006528
95	28	30	122	42	134	6141	51	23	407929	461783	484291	9	9	5	3533465264
93	27	29	119	50	152	5664	49	22	407022	459146	485069	10	10	5	1148956704
135	28	18	16540	45	15531	7180	53	24	406370	519896	479468	10	10	5	280018176
94	29	107	138	43	133	6482	51	16	406131	524706	487447	10	10	5	2745567776
91	28	30	122	56	135	10542	53	25	391110	460495	477744	10	10	5	4210237792
64	21	31	150	35	152	3263	37	16	321126	435058	380981	11	11	5	62587904
115	25	56	142	53	231	4709	74	17	325327	373391	377453	10	10	4	2109807104
27	11	20	13390	18	15287	964	19	11	161915	185330	189705	11	11	5	2977277952
97	27	20	97	33	94	7484	37	20	397438	472539	483474	11	11	5	2653691904
37	15	11	13263	24	15390	9317	23	12	157982	182037	188045	9	9	5	2437967872
83	26	28	13401	42	15595	10712	45	23	395506	465996	481248	9	9	5	2903523808
84	27	76	121	42	133	6481	48	20	409491	464475	487809	10	10	5	238375280
69	24	31	186	36	166	5751	42	18	398562	463006	478514	10	10	5	2067792976
67	21	36	13551	37	15485	20803	46	23	401392	517877	473775	11	11	5	1074106112
100	28	30	119	41	142	5954	53	23	394895	458595	480955	10	10	5	2730728528
90	27	30	119	57	132	6051	48	20	403110	472070	485592	10	10	5	1862601072
92	38	29	154	49	148	6503	50	21	409521	463118	481845	11	11	5	277142080
76	25	39	149	40	174	6852	48	20	394501	530307	482447	9	9	5	913273984
44	17	44	149	28	202	16957	33	17	324842	374904	380495	10	10	5	477463216
54	18	58	125	29	151	3553	33	11	326011	377225	381685	10	10	5	924137680
80	20	26	101	31	115	5938	36	15	331519	372214	376946	11	11	5	2455772400
101	30	30	122	45	147	5894	50	22	396605	516575	476120	10	10	5	1305687392
94	27	29	122	42	134	8647	59	22	404105	528002	474299	10	10	5	4289887952
56	18	25	122	28	160	2337	33	15	314762	369909	380662	10	10	5	1139283584
73	23	43	170	36	205	3941	46	18	405447	464124	485361	10	10	5	3891989504
101	28	30	121	43	133	14160	50	22	405591	468172	483472	9	9	5	1082921920
90	27	29	118	41	131	14374	51	20	406053	462627	479179	13	13	5	246205008
67	23	49	187	36	220	5941	47	18	407818	469798	474641	10	10	5	485544960
88	27	29	118	41	175	7692	51	21	402928	527956	483106	10	10	5	811594800
98	26	29	120	38	132	8699	48	25	406656	463887	482306	10	10	5	3019114736
65	21	35	165	57	219	6924	67	20	321985	373569	384279	9	9	5	707675648
83	24	37	142	38	183	15093	53	24	400514	469616	481907	9	9	5	3496943616
81	24	37	143	38	170	6065	47	18	399462	464051	483136	10	10	5	1991244288
114	28	30	121	42	133	8165	50	32	402373	460655	486358	10	10	5	1237082976
100	29	30	122	43	146	6650	52	23	405377	527895	482611	10	10	5	4109900800
104	29	30	120	42	133	8955	50	24	405140	527464	481955	10	10	5	1251342416
101	30	30	123	47	135	8210	55	27	407301	518452	486277	9	9	5	1725392240
91	27	29	119	87	132	8065	58	26	404247	522651	487020	10	10	5	697320400
93	29	30	123	42	135	6586	52	24	409084	524755	483018	10	10	5	2339343680
62	20	28	13526	29	15971	4578	39	19	397091	518976	479711	10	10	5	2632023040
78	22	38	144	33	171	18351	51	25	407426	461711	480627	9	9	5	3817505280
51	19	37	13358	31	15771	4366	36	19	396960	648182	483664	11	11	5	3698194432
36	12	19	63	20	78	2722	20	10	162595	185769	194008	11	11	5	1786339936
34	13	19	63	22	77	3268	21	10	160639	185704	192194	9	9	5	4251889536
28	12	19	13230	20	15173	4139	18	10	159584	185713	191448	10	10	5	3644263424
44	15	39	13486	28	15379	4884	31	14	315024	549369	382455	9	9	5	3042819072
105	28	29	121	42	133	6467	51	21	407844	464617	481566	10	10	5	123255616
76	23	38	13553	38	15505	7969	47	20	406620	464815	476568	9	9	5	16014848
68	23	36	13340	38	15589	8151	46	21	402905	526755	477780	9	9	5	3249544192
68	22	38	13540	36	15925	7149	45	20	399926	580526	474991	10	10	5	238145536
84	27	38	142	42	169	12668	47	33	413227	466925	481517	10	10	5	4071418192
96	28	29	122	43	134	6372	50	22	409350	468553	480876	9	9	5	987944224
82	25	39	146	40	184	13456	48	21	408657	467775	478633	10	10	5	2241261872
83	24	38	179	40	172	21400	51	23	409006	469357	482001	11	11	5	1220407936
97	25	38	145	40	170	5252	48	20	399614	467716	471711	9	9	5	4282969744
67	19	25	27678	31	31026	4488	33	17	320056	496906	383289	10	10	5	2544894976
94	28	30	122	43	147	7868	54	22	409772	470057	474839	11	11	5	1742543152
88	24	37	13621	40	15839	7337	46	21	399138	463793	478489	10	10	5	570195968
75	22	15	13549	35	15428	10768	36	20	238933	278158	292491	10	10	5	516264960
50	17	25	138	27	151	2687	30	15	321844	369993	377600	11	11	5	4057234560
49	15	35	26995	29	30958	5896	34	12	320941	375628	384935	10	10	4	4008909440
74	21	39	26984	36	30853	12483	51	17	399383	465731	483341	9	9	5	1555194240
74	21	40	155	34	166	18215	42	21	413115	527263	479398	10	10	5	3396446336
30	11	29	92	21	119	2307	26	9	161554	189450	188689	10	10	4	4010840832
98	28	43	122	42	132	16472	51	21	414808	466947	485242	10	10	5	3332914432
92	28	29	137	44	135	7706	51	21	408780	529574	485438	11	11	5	31592480
62	22	28	13658	36	15637	4380	38	20	400938	529820	474519	9	9	5	2483304448
96	28	29	123	57	135	6664	50	21	408752	527987	482362	9	9	5	1436715136
71	22	30	144	28	183	5271	56	19	401120	521710	473332	10	10	5	2486308864
88	26	30	122	37	180	10542	52	25	408921	464101	480390	9	9	5	1736561136
59	34	27	13616	32	15782	4699	37	20	398209	587763	474484	22	22	5	2484806656
93	28	31	122	41	134	10472	50	22	400033	467003	482746	10	10	5	2873124048
106	28	31	123	43	135	6556	50	30	412248	464524	478730	10	10	5	520026032
39	26	26	27670	27	30832	14098	27	17	316615	498872	386133	12	12	5	3573420320
73	25	42	123	35	134	6623	43	20	402579	522502	479720	10	10	5	2516110832
83	28	20	97	37	95	7284	44	24	402604	463114	476747	11	11	5	586662016
81	27	29	121	42	133	5994	49	22	394505	515468	485730	10	10	5	1433823472
53	18	30	30618	30	32608	4631	32	17	324210	434834	383819	10	10	5	1566782592
132	29	30	123	43	150	6854	79	25	415505	532864	480346	10	10	5	3000856320
51	15	28	26932	27	31406	2629	30	18	324465	431815	382398	9	9	5	1568713984
50	17	24	123	27	148	3729	30	17	310808	426726	382483	11	11	5	652391360
89	28	30	123	56	137	6652	52	24	396418	521040	481614	9	9	5	2930161808
56	19	27	26983	31	30933	4379	40	21	386584	620684	471271	10	10	5	1413578752
55	20	30	171	34	212	2381	36	29	384237	460028	483670	11	11	5	1302243712
95	29	31	125	42	138	5912	52	20	409880	530217	482757	9	9	5	1522271776
88	27	31	122	42	134	6608	49	20	407990	459073	473092	9	9	5	85862864
101	28	31	124	43	134	5902	62	22	409372	467792	478752	10	10	5	130083072
93	28	30	119	44	188	17365	50	21	406066	463049	484519	10	10	5	2735915216
90	27	31	121	42	133	19792	54	24	404792	523790	477863	9	9	5	3321347776
115	26	31	122	38	135	5652	46	17	404952	466768	485437	10	10	5	2972940128
92	28	31	121	42	149	7616	50	22	408916	466592	477107	10	10	5	3446989952
103	28	31	123	41	135	6550	51	22	405189	469814	471343	10	10	5	3209965040
24	10	9	15687	19	16628	617	12	8	155834	249613	186779	9	9	3	114381744
29	11	16	14114	20	15571	1825	14	8	232683	453120	283065	9	9	5	839715920
124	22	37	146	36	171	13515	48	20	408702	462844	480959	9	9	5	2692433232
79	27	29	121	43	133	12865	49	22	412416	465803	477072	10	10	5	226883632
20	10	10	13536	17	15859	1997	15	13	158682	248192	188671	9	9	4	1550790656
63	22	41	167	37	204	5315	53	19	397485	461826	479580	10	10	5	1471176704
79	25	18	13547	35	15363	13409	43	21	401302	464846	474224	10	10	5	913904784
71	23	15	68697	30	76634	7681	42	18	399516	456586	482743	9	9	5	2812954112
75	26	16	29733	44	33917	9096	52	24	402479	520412	482266	10	10	5	2926646272
91	28	29	146	46	133	4322	49	22	395954	523025	483645	11	11	5	381022208
109	28	29	121	42	133	5530	64	20	393718	518605	483122	10	10	5	652466176
87	27	19	94	35	91	4955	40	21	407362	464772	483100	11	11	5	3743986688
98	28	31	124	42	136	8534	52	22	396235	462903	480375	9	9	5	1567742880
90	28	30	119	43	130	6271	50	22	407184	463639	483279	10	10	5	2167434880
79	25	40	147	40	172	13839	51	22	411108	466729	481621	9	9	5	3568783872
83	26	39	150	40	172	19123	48	20	395284	465511	477682	9	9	5	3346653184
55	17	10	26863	28	30677	5637	32	14	243910	279762	287233	11	11	5	3348854784
53	19	24	26872	31	30743	7241	36	16	320155	429697	382578	10	10	5	2021720064
88	26	31	136	37	136	14185	55	25	421193	529236	481182	9	9	5	2530169424
97	24	26	116	38	128	7601	56	30	406972	467469	480369	11	11	5	4149846704
118	29	26	121	42	133	7062	48	20	406160	464415	480213	11	11	5	1674155616
93	28	28	122	46	134	6838	51	22	414107	466539	484001	12	12	5	3712236784
82	26	27	13598	44	15463	5247	49	23	405109	467083	483422	9	9	5	655816192
76	23	35	13692	39	16133	4489	47	23	406584	463832	480404	9	9	5	2161515520
74	23	16	13546	40	15466	7739	44	21	323783	433348	384471	10	10	5	2178356224
37	14	9	13434	22	15313	1876	21	13	161607	187243	189479	10	10	5	2176854016
36	13	9	13305	24	15160	4439	21	12	163730	187080	190886	10	10	5	2181360640
106	25	27	122	38	133	6736	44	19	407900	462683	480984	10	10	5	301553872
48	17	10	13443	27	15456	16122	31	15	241803	337359	289012	10	10	3	3469615728
81	23	22	101	36	112	4442	39	15	397318	519771	477729	11	11	5	874161408
73	25	22	117	37	128	5434	41	19	402398	463993	482681	10	10	5	1386790022
81	26	29	119	40	131	5763	46	22	405988	470245	483201	10	10	5	572610092
97	27	29	119	40	132	5671	48	20	399022	456648	477480	9	9	5	165520127
76	25	22	117	37	128	5435	42	18	400223	467689	479727	9	9	5	4053397458
76	22	27	13616	37	15557	4073	39	20	401247	521462	475663	11	11	5	3123196880
41	15	30	163	27	191	2524	30	13	313832	372531	379920	11	11	5	401761266
55	18	26	188	33	200	3158	33	16	387954	564313	470970	10	10	5	1951449152
45	20	26	15377	31	15912	2730	32	18	389555	623656	471728	11	11	5	2095845959
44	17	24	13496	29	15498	2263	32	18	386754	524561	474514	10	10	5	2759346688
61	56	28	102	38	115	5793	42	18	401403	517119	483308	10	10	5	4289520264
101	26	27	121	39	132	6579	50	23	402865	527943	483924	10	10	5	1850238896
50	18	20	80	28	93	16735	31	15	246891	341667	288099	9	9	3	2753423360
70	24	40	142	39	166	11282	47	21	406569	536378	475875	10	10	5	2455948176
109	26	28	121	41	133	7408	46	19	407663	467766	483075	10	10	5	993479216
82	27	40	122	42	133	5875	50	31	408007	466728	478522	10	10	5	250993936
86	40	28	121	45	132	6414	52	19	407730	467648	481375	10	10	5	4040500864
83	27	29	121	57	134	6106	64	26	408719	465240	479266	10	10	5	756454304
104	27	28	121	44	134	10483	50	36	404772	463600	480620	9	9	5	3535040496
86	28	28	122	43	134	6383	51	20	409530	527757	490159	10	10	5	536334032
54	21	34	129	35	156	4021	40	16	324701	374460	386296	9	9	5	3345331200
71	22	34	13523	42	15448	18799	47	20	405894	531444	476502	9	9	5	1839631872
81	22	35	152	36	171	9469	48	21	409864	466330	483521	9	9	5	2061762560
90	29	28	135	45	135	6755	63	19	411726	466628	482901	9	9	5	290880592
89	58	32	140	45	134	6385	51	22	414413	469530	478748	10	10	5	1310138992
32	13	19	13614	23	15813	1575	21	12	158785	185153	187468	10	10	4	2266158336
37	15	34	13446	25	15724	1825	27	15	317160	433931	372755	10	10	5	2882484224
53	20	15	56	32	55	3452	33	16	245325	273654	287473	10	10	5	1820904448
69	24	33	13560	40	15639	4015	44	22	403950	467004	481954	9	9	5	2555239424
70	21	47	172	36	210	12525	46	18	404534	528073	478443	10	10	5	1271670784
82	24	36	143	38	167	13676	45	19	408478	458302	467855	9	9	5	4060938752
77	23	35	142	38	168	14031	47	22	402631	463604	478226	9	9	5	1049540096
89	27	28	122	43	134	7545	50	22	404657	531791	485691	9	9	5	2007092736
83	28	28	120	43	132	6925	50	21	406273	467996	479665	9	9	5	2306938736
85	28	29	121	42	134	14297	51	24	413250	528598	482731	10	10	5	2721152800
55	22	27	13546	36	15642	5238	39	21	397041	466238	478232	10	10	5	258823704
89	28	28	121	44	134	7607	51	23	410288	527029	477161	10	10	5	299356704
25	11	23	63	20	90	1239	22	12	234212	278044	283028	10	10	5	1659489408
17	8	17	98	15	113	635	9	7	155108	183741	188743	10	10	4	1033704632
84	27	28	120	42	133	15976	50	22	409302	465936	482164	9	9	5	739104320
84	27	28	131	42	129	5762	60	19	405581	467252	485736	9	9	5	1513000144
52	20	27	26899	30	30768	8572	38	16	326128	372640	382031	10	10	5	3031757456
28	13	23	13357	21	15324	1299	22	12	226588	329417	281969	10	10	5	438425984
59	21	15	13347	32	15663	18070	35	18	327283	372685	381526	10	10	4	2116820672
146	54	21	15283	45	16011	15671	54	26	396128	518393	483432	23	23	5	650493280
60	20	35	129	33	169	4119	50	18	326460	435997	381863	10	10	5	982745280
63	22	43	170	35	220	5544	44	18	404311	532727	477972	10	10	5	1431110816
86	24	35	143	39	168	6968	47	20	406931	579326	484298	10	10	5	1206928048
26	12	23	13307	43	15189	3711	20	13	234097	340813	284525	10	10	5	1680734720
27	12	23	13672	20	15735	1751	21	13	236787	338387	283500	11	11	5	453877120
91	27	28	118	41	130	7595	48	21	401099	460224	477183	9	9	5	3223428960
42	13	23	66	23	81	1795	20	12	234642	344285	281961	10	10	5	3521986816
84	29	28	119	44	132	8886	54	25	404823	527952	479290	9	9	5	2749379136
27	12	24	13468	22	15456	2460	23	14	237259	339001	283867	10	10	5	457739904
69	23	31	13626	41	16204	4356	41	21	401261	525961	481606	12	12	5	2419062048
61	23	23	135	34	158	4101	39	15	396116	458963	476342	9	9	5	1606408955
15	8	20	86	34	127	355	9	8	153706	190870	187832	10	10	5	1494024802
103	27	27	119	44	144	6765	49	21	405355	466899	483979	11	11	5	2795823040
82	30	28	120	44	132	6498	93	20	404688	521497	482908	13	13	5	4068086848
110	28	27	130	42	130	8561	49	20	400601	530762	483147	9	9	5	1732675072
