%Biflow features in weka format
@RELATION features

@ATTRIBUTE up_avg_pksize NUMERIC
@ATTRIBUTE dw_avg_pksize NUMERIC
@ATTRIBUTE up_min_pksize NUMERIC
@ATTRIBUTE dw_min_pksize NUMERIC
@ATTRIBUTE up_max_pksize NUMERIC
@ATTRIBUTE dw_max_pksize NUMERIC
@ATTRIBUTE up_stdev_pksize NUMERIC
@ATTRIBUTE dw_stdev_pksize NUMERIC
@ATTRIBUTE up_avg_ipt NUMERIC
@ATTRIBUTE dw_avg_ipt NUMERIC
@ATTRIBUTE up_min_ipt NUMERIC
@ATTRIBUTE dw_min_ipt NUMERIC
@ATTRIBUTE up_max_ipt NUMERIC
@ATTRIBUTE dw_max_ipt NUMERIC
@ATTRIBUTE up_stdev_ipt NUMERIC
@ATTRIBUTE dw_stdev_ipt NUMERIC
@attribute classLabel {0, 1, 2, 3, 4}


@DATA
22.9885307640971,25.5266821611219,17.1600334363480,17.1600334363480,26.2634036737504,31.6761267272753,20.8990511143940,27.0070371714502,33.8075377080390,27.4272513130470,25.7170883180869,0.0000000000000,35.3389910079659,30.4375512696868,32.4501887073775,28.9320675305985,4
23.5410843914740,27.2754125702856,17.1600334363480,17.1600334363480,26.2634036737504,31.6761267272753,21.1394335230684,27.2098574415374,32.9622628726116,27.2015930340596,24.6089784275655,0.0000000000000,34.5071087814692,30.2160271602824,31.6524432612531,28.7098881376058,4
26.1066016308988,27.7085201164214,17.1600334363480,17.1600334363480,31.9423674872383,30.4453976039241,27.1850168886727,25.6348108539441,40.5842602445701,29.8045789227610,35.6749689110422,0.0000000000000,41.8506028252139,32.8171497002730,38.2659305393405,31.3097669160562,3
26.1066016308988,27.7085201164214,17.1600334363480,17.1600334363480,31.9423674872383,30.4453976039241,27.1850168886727,25.6348108539441,40.9159662081006,29.0848501887865,35.3882498893790,0.0000000000000,42.2515414884981,32.0978301484852,38.8643431962894,30.5918461763137,3
26.1066016308988,27.7085201164214,17.1600334363480,17.1600334363480,31.9423674872383,30.4453976039241,27.1850168886727,25.6348108539441,40.8131129515998,29.8407703390283,35.8172215994910,0.0000000000000,42.0897851727625,32.8510702956681,38.5351569675693,31.3449585583467,3
26.1066016308988,27.7085201164214,17.1600334363480,17.1600334363480,31.9423674872383,30.4453976039241,27.1850168886727,25.6348108539441,42.4767872957066,39.0821685308939,42.2719230651404,0.0000000000000,42.8596216173139,42.0927367278488,31.4952701375435,40.5872962075172,3
23.5410843914740,25.5266821611219,17.1600334363480,17.1600334363480,26.2634036737504,31.6761267272753,21.1394335230684,27.0070371714502,33.2756326018728,27.7597433112937,24.6834733041216,0.0000000000000,34.8315920971698,30.7700432679335,32.0030318298158,29.2634244662566,4
26.1066016308988,27.7085201164214,17.1600334363480,17.1600334363480,31.9423674872383,30.4453976039241,27.1850168886727,25.6348108539441,41.3232374004099,29.0794852161227,36.1002102466415,0.0000000000000,42.6259345802605,32.0924684875337,39.1466043058922,30.5842602445701,3
23.6548798489090,27.2754125702856,17.1600334363480,17.1600334363480,26.2634036737504,31.6761267272753,21.2057393120585,27.2098574415374,33.3965015761368,27.2181061521255,24.7129171105894,0.0000000000000,34.9582175338591,30.2325245963371,32.1404867941194,28.7215627274829,4
23.5983548233989,25.5266821611219,17.1600334363480,17.1600334363480,26.2634036737504,31.6761267272753,21.1727129565576,27.0070371714502,32.1085336531489,26.6931688056611,22.7646180417324,0.0000000000000,33.6995760734605,29.7081161087252,30.9482038035480,28.2020145948564,4
26.1066016308988,27.7085201164214,17.1600334363480,17.1600334363480,31.9423674872383,30.4453976039241,27.1850168886727,25.6348108539441,41.3158658823981,29.8632377705077,35.9714648783370,0.0000000000000,42.6318615741371,32.8735377271475,39.1902576458736,31.3672056715641,3
26.1066016308988,27.7085201164214,17.1600334363480,17.1600334363480,31.9423674872383,30.4453976039241,27.1850168886727,25.6348108539441,40.9822826550294,29.4841296577860,36.0162547955394,0.0000000000000,42.2554187718723,32.4968742780530,38.6905561870191,30.9898963940118,3
23.5024801833416,27.2754125702856,17.1600334363480,17.1600334363480,26.2634036737504,31.6761267272753,21.1058971029925,27.2098574415374,33.5218251811136,28.6153441085904,25.3529412004277,0.0000000000000,35.0569250741220,31.6286299332193,32.1774707326279,30.1199311465926,4
23.5024801833416,27.2754125702856,17.1600334363480,17.1600334363480,26.2634036737504,31.6761267272753,21.1058971029925,27.2098574415374,33.1576049066573,28.1023251799508,25.8206336291171,0.0000000000000,34.6434048462767,31.1126251365907,31.6465021593430,29.6047077753430,4
26.1066016308988,27.7085201164214,17.1600334363480,17.1600334363480,31.9423674872383,30.4453976039241,27.1850168886727,25.6348108539441,41.1042134647396,29.9651167215418,36.8939766282128,0.0000000000000,42.2780960407522,32.9776051109913,38.4079589884709,31.4705767102836,3
26.1066016308988,27.7085201164214,17.1600334363480,17.1600334363480,31.9423674872383,30.4453976039241,27.1850168886727,25.6348108539441,40.9212386924425,29.4001815500766,35.6026539786271,0.0000000000000,42.2344401980962,32.4129738710999,38.7852179550121,30.9061070782841,3
26.1066016308988,27.7085201164214,17.1600334363480,17.1600334363480,31.9423674872383,30.4453976039241,27.1850168886727,25.6348108539441,41.8653256459240,36.3093611906419,40.8185117151745,0.0000000000000,42.3072984457768,39.3201690643420,34.5484486000851,37.8146814284180,3
26.1066016308988,27.7085201164214,17.1600334363480,17.1600334363480,31.9423674872383,30.4453976039241,27.1850168886727,25.6348108539441,41.1885969540959,29.7451169273733,35.8692470814482,0.0000000000000,42.5020035967899,32.7577190016493,39.0531006211609,31.2515582958053,3
22.9225607135648,27.2754125702856,17.1600334363480,17.1600334363480,26.2634036737504,31.6761267272753,20.8635983067475,27.2098574415374,34.1077723337721,27.2916478969277,24.6686762035411,0.0000000000000,35.7019256109573,30.3019478535675,32.9578694025161,28.7966920563205,4
22.9885307640971,27.2754125702856,17.1600334363480,17.1600334363480,26.2634036737504,31.6761267272753,20.8635983067475,27.2098574415374,34.1480627950101,26.7577834167409,24.6239799789896,0.0000000000000,35.7449426828533,29.7680833733807,33.0081279411812,28.2607480270083,4
26.1066016308988,27.7085201164214,17.1600334363480,17.1600334363480,31.9423674872383,30.4453976039241,27.1850168886727,25.6348108539441,42.2115332195471,29.5424250943932,35.6761444273084,0.0000000000000,43.6385631929507,32.5551371281953,40.4960561259497,31.0482840365366,3
26.1066016308988,27.7085201164214,17.1600334363480,17.1600334363480,31.9423674872383,30.4453976039241,27.1850168886727,25.6348108539441,40.2690080889026,27.9518458968242,35.8046878395100,0.0000000000000,41.4786174848724,30.9656243837414,37.7210156927701,29.4596070357757,3
18.9762709129044,25.1587384371168,17.1600334363480,17.1600334363480,24.2975228000241,30.4493154614916,18.9209460269048,25.8771096501891,0.0000000000000,25.5750720190566,0.0000000000000,25.5750720190566,0.0000000000000,25.5750720190566,0,0,2
26.1066016308988,27.7085201164214,17.1600334363480,17.1600334363480,31.9423674872383,30.4453976039241,27.1850168886727,25.6348108539441,40.3606970069770,28.9707700320942,35.4912592675811,0.0000000000000,41.6223572376620,31.9810699887340,38.0229471139746,30.4727486738418,3
26.1066016308988,27.7085201164214,17.1600334363480,17.1600334363480,31.9423674872383,30.4453976039241,27.1850168886727,25.6348108539441,40.7448730498569,28.4941941379690,36.6586230020316,0.0000000000000,41.9007945394151,31.5075643986031,37.9712898779655,30.0000000000000,3
26.1066016308988,27.7085201164214,17.1600334363480,17.1600334363480,31.9423674872383,30.4453976039241,27.1850168886727,25.6348108539441,40.8781689793553,29.1750550955255,35.4120469068326,0.0000000000000,42.2073553021310,32.1879799811174,38.8024177589548,30.6818586174616,3
19.2427928606188,25.9106460702650,17.1600334363480,17.1600334363480,24.9276038902684,31.4270224573762,19.6848294855393,26.9372694892365,0.0000000000000,27.0329137811866,0.0000000000000,27.0329137811866,0.0000000000000,27.0329137811866,0,0,2
26.1066016308988,27.7085201164214,17.1600334363480,17.1600334363480,31.9423674872383,30.4453976039241,27.1850168886727,25.6348108539441,40.3454824709847,28.8649072517248,35.2113808370404,0.0000000000000,41.6384687579421,31.8780263871842,38.1304696516011,30.3702787975578,3
26.1066016308988,27.7085201164214,17.1600334363480,17.1600334363480,31.9423674872383,30.4453976039241,27.1850168886727,25.6348108539441,41.7834373897622,29.3348728784871,35.6867097800990,0.0000000000000,43.1733193544590,32.3451728351269,39.9343623049761,30.8386080086657,3
26.1066016308988,27.7085201164214,17.1600334363480,17.1600334363480,31.9423674872383,30.4453976039241,27.1850168886727,25.6348108539441,40.4917924464597,28.8761730033574,36.2777537522930,0.0000000000000,41.6663729423180,31.8892848376085,37.7981286317058,30.3822263836872,3
26.1066016308988,27.7085201164214,17.1600334363480,17.1600334363480,31.9423674872383,30.4453976039241,27.1850168886727,25.6348108539441,40.1485642004451,28.4818911699140,35.0160692241883,0.0000000000000,41.4413813766359,31.4921911265538,37.9330135361311,29.9869515831166,3
17.1600334363480,25.3781909507327,17.1600334363480,17.1600334363480,23.0749603791321,28.7098881376058,15.4406804435028,24.0140054078154,0.0000000000000,29.1434315711944,0.0000000000000,29.1434315711944,0.0000000000000,29.1434315711944,0,0,2
19.4448267215017,23.0535136944662,17.1600334363480,17.1600334363480,22.9225607135648,25.4282542695918,17.4818802700620,20.1703333929878,0.0000000000000,18.6332286012046,0.0000000000000,18.6332286012046,0.0000000000000,18.6332286012046,0,0,2
26.1066016308988,27.7085201164214,17.1600334363480,17.1600334363480,31.9423674872383,30.4453976039241,27.1850168886727,25.6348108539441,40.1803440270453,29.7818051693741,36.0487377055264,0.0000000000000,41.3430463495454,32.7943878828702,37.4358815015990,31.2872228433843,3
26.1066016308988,27.7085201164214,17.1600334363480,17.1600334363480,31.9423674872383,30.4453976039241,27.1850168886727,25.6348108539441,41.6560040251741,28.9762709129044,35.4875782857370,0.0000000000000,43.0524385750601,31.9893186993221,39.8299445465866,30.4805317311561,3
17.9239168949825,18.4509804001426,17.1600334363480,17.1600334363480,18.3250891270624,19.2941892571429,6.9897000433602,11.1394335230684,25.5388302664387,25.5022835305509,25.5388302664387,24.2651126136458,25.5388302664387,26.0205999132796,0,18.8081359228079,0
