SSL/TLS,138.197.177.67,138.68.65.189,4011,41776,6,1624718788.187,1624718788.196,628,294307,16030101,....,371,16030300,....,1419
SSL/TLS,138.197.177.67,138.68.65.189,4012,51166,6,1624718788.209,1624718788.227,642,774326,16030101,....,371,16030300,....,1419
SSL/TLS,138.197.177.67,138.68.65.189,4004,59438,6,1624718788.241,1624718788.250,631,189991,16030101,....,371,16030300,....,1419
SSL/TLS,138.197.177.67,138.68.65.189,4005,41826,6,1624718788.263,1624718788.269,635,60739,16030101,....,371,16030300,....,1419
SSH,134.122.80.82,138.68.65.189,7000,45910,6,1624718788.286,1624718788.788,3253,3333,5353482d,SSH-,41,5353482d,SSH-,41
SSH,134.122.80.82,138.68.65.189,7006,56012,6,1624718788.799,1624718789.326,148285,3929,5353482d,SSH-,41,5353482d,SSH-,41
FTP_Data,138.68.65.189,138.68.65.189,6011,47504,6,1624718789.331,1624718789.332,0,291440,00000000,....,0,ffd8ffe0,....,16384
HTTP_NonStandard,138.68.92.16,138.68.65.189,8007,46890,6,1624718789.352,1624718789.355,182,160,48545450,HTTP,182,47455420,GET.,160
FTP_Control,134.122.80.82,138.68.65.189,2006,35840,6,1624718789.366,1624718789.377,134,306,55534552,USER,16,32323020,220.,28
SSH,134.122.80.82,138.68.65.189,7005,50266,6,1624718789.393,1624718789.898,87989,3769,5353482d,SSH-,41,5353482d,SSH-,41
SSH,138.68.92.16,138.68.65.189,3009,43144,6,1624718789.908,1624718790.677,3381,822409,5353482d,SSH-,41,5353482d,SSH-,41
SSL/TLS,138.197.177.67,138.68.65.189,4002,45576,6,1624718790.683,1624718790.690,636,55188,16030101,....,371,16030300,....,1419
HTTP_NonStandard,138.68.92.16,138.68.65.189,8005,57590,6,1624718790.701,1624718790.713,383961,160,48545450,HTTP,188,47455420,GET.,160
SSH,138.68.65.189,138.68.65.189,3006,58160,6,1624718790.729,1624718791.524,3301,588857,5353482d,SSH-,41,5353482d,SSH-,41
FTP_Data,138.68.65.189,138.68.65.189,6006,50658,6,1624718791.532,1624718791.534,0,510376,00000000,....,0,d0cf11e0,....,16384
HTTP_NonStandard,138.68.92.16,138.68.65.189,8006,47958,6,1624718791.556,1624718791.563,390347,165,48545450,HTTP,203,47455420,GET.,165
HTTP_NonStandard,138.68.92.16,138.68.65.189,8000,54692,6,1624718791.575,1624718791.584,451,144,48545450,HTTP,154,47455420,GET.,144
SSH,138.197.177.67,138.68.65.189,7011,50476,6,1624718791.603,1624718792.517,306609,4209,5353482d,SSH-,41,5353482d,SSH-,41
Unknown_TCP,138.68.65.189,138.68.65.189,6009,41240,6,1624718792.518,1624718792.519,0,370385,00000000,....,0,4d41544c,MATL,16384
HTTP_NonStandard,138.68.92.16,138.68.65.189,8011,33348,6,1624718792.537,1624718792.544,301712,153,48545450,HTTP,189,47455420,GET.,153
Unknown_TCP,138.68.65.189,138.68.65.189,6001,49962,6,1624718792.552,1624718792.554,0,1040,00000000,....,0,54686520,The.,1040
SSH,138.68.92.16,138.68.65.189,3011,58826,6,1624718792.579,1624718793.314,3177,294749,5353482d,SSH-,41,5353482d,SSH-,41
SSH,138.68.92.16,138.68.65.189,3007,58504,6,1624718793.324,1624718794.045,3113,2877,5353482d,SSH-,41,5353482d,SSH-,41
SSL/TLS,138.197.177.67,138.68.65.189,4010,46780,6,1624718794.052,1624718794.061,654,66326,16030101,....,371,16030300,....,1419
FTP_Control,134.122.80.82,138.68.65.189,2002,54226,6,1624718794.070,1624718794.075,102,305,55534552,USER,16,32323020,220.,28
HTTP_NonStandard,138.68.92.16,138.68.65.189,8009,54254,6,1624718794.085,1624718794.093,436071,171,48545450,HTTP,203,47455420,GET.,171
FTP_Data,138.68.65.189,138.68.65.189,6008,42364,6,1624718794.103,1624718794.104,0,211496,00000000,....,0,1a45dfa3,.E..,16384
SSH,138.197.177.67,138.68.65.189,7008,38750,6,1624718794.131,1624718795.039,278517,4085,5353482d,SSH-,41,5353482d,SSH-,41
FTP_Data,138.68.65.189,138.68.65.189,6006,50688,6,1624718795.045,1624718795.046,0,449695,00000000,....,0,d0cf11e0,....,16384
SSL/TLS,138.197.177.67,138.68.65.189,4002,45614,6,1624718795.065,1624718795.072,636,17362,16030101,....,371,16030300,....,1419
SSH,138.68.65.189,138.68.65.189,3004,45768,6,1624718795.088,1624718795.833,3285,647949,5353482d,SSH-,41,5353482d,SSH-,41
SSH,138.68.65.189,138.68.65.189,3004,45770,6,1624718795.845,1624718796.428,3393,906537,5353482d,SSH-,41,5353482d,SSH-,41
SSH,138.68.65.189,138.68.65.189,3005,60348,6,1624718796.441,1624718797.043,3113,53505,5353482d,SSH-,41,5353482d,SSH-,41
SSL/TLS,138.197.177.67,138.68.65.189,4009,52872,6,1624718797.056,1624718797.068,646,438616,16030101,....,371,16030300,....,1419
FTP_Control,134.122.80.82,138.68.65.189,2008,58528,6,1624718797.079,1624718797.094,80,306,55534552,USER,16,32323020,220.,28
SSH,138.197.177.67,138.68.65.189,7012,42936,6,1624718797.108,1624718797.924,783053,5065,5353482d,SSH-,41,5353482d,SSH-,41
SSH,134.122.80.82,138.68.65.189,7002,47568,6,1624718797.926,1624718798.433,34601,3709,5353482d,SSH-,41,5353482d,SSH-,41
SSH,134.122.80.82,138.68.65.189,7006,56082,6,1624718798.443,1624718798.965,283561,4149,5353482d,SSH-,41,5353482d,SSH-,41
Unknown_TCP,138.68.65.189,138.68.65.189,6009,41284,6,1624718798.970,1624718798.971,0,297847,00000000,....,0,4d41544c,MATL,16384
Unknown_TCP,138.68.65.189,138.68.65.189,6002,59816,6,1624718798.993,1624718798.994,0,29793,00000000,....,0,49443304,ID3.,16384
FTP_Control,134.122.80.82,138.68.65.189,2011,47008,6,1624718799.010,1624718799.018,86,305,55534552,USER,16,32323020,220.,28
HTTP_NonStandard,138.68.92.16,138.68.65.189,8007,46966,6,1624718799.028,1624718799.031,13830,171,48545450,HTTP,186,47455420,GET.,171
SSH,138.68.65.189,138.68.65.189,3004,45796,6,1624718799.045,1624718799.776,3285,575461,5353482d,SSH-,41,5353482d,SSH-,41
SSH,134.122.80.82,138.68.65.189,7006,56096,6,1624718799.792,1624718800.414,383045,4369,5353482d,SSH-,41,5353482d,SSH-,41
SSH,138.68.92.16,138.68.65.189,3008,45420,6,1624718800.424,1624718801.148,3177,229321,5353482d,SSH-,41,5353482d,SSH-,41
FTP_Control,134.122.80.82,138.68.65.189,2004,56476,6,1624718801.149,1624718801.161,92,305,55534552,USER,16,32323020,220.,28
FTP_Control,134.122.80.82,138.68.65.189,2008,58558,6,1624718801.170,1624718801.177,82,306,55534552,USER,16,32323020,220.,28
SSH,134.122.80.82,138.68.65.189,7006,56108,6,1624718801.191,1624718801.732,208013,4089,5353482d,SSH-,41,5353482d,SSH-,41
SSL/TLS,138.197.177.67,138.68.65.189,4007,33498,6,1624718801.740,1624718801.746,635,2133,16030101,....,371,16030300,....,1419
SSL/TLS,138.197.177.67,138.68.65.189,4004,59544,6,1624718801.756,1624718801.780,631,835883,16030101,....,371,16030300,....,1419
SSL/TLS,138.197.177.67,138.68.65.189,4005,41932,6,1624718801.790,1624718801.796,635,73943,16030101,....,371,16030300,....,1419
FTP_Control,134.122.80.82,138.68.65.189,2003,53264,6,1624718801.806,1624718801.816,244,305,55534552,USER,16,32323020,220.,28
SSH,138.68.65.189,138.68.65.189,3001,46750,6,1624718801.829,1624718802.561,3201,4249,5353482d,SSH-,41,5353482d,SSH-,41
SSL/TLS,138.197.177.67,138.68.65.189,4012,51284,6,1624718802.571,1624718802.584,642,999560,16030101,....,371,16030300,....,1419
SSH,138.68.65.189,138.68.65.189,3001,46754,6,1624718802.597,1624718803.218,3201,4241,5353482d,SSH-,41,5353482d,SSH-,41
FTP_Data,138.68.65.189,138.68.65.189,6012,47656,6,1624718803.226,1624718803.229,0,268244,00000000,....,0,00000020,....,16384
SSH,134.122.80.82,138.68.65.189,7004,50000,6,1624718803.258,1624718803.778,948277,5289,5353482d,SSH-,41,5353482d,SSH-,41
No_Payload,138.68.65.189,138.68.65.189,6000,35726,6,1624718803.786,1624718803.786,0,0,00000000,....,0,00000000,....,0
FTP_Control,134.122.80.82,138.68.65.189,2003,53280,6,1624718803.803,1624718803.812,254,306,55534552,USER,16,32323020,220.,28
SSH,134.122.80.82,138.68.65.189,7001,49992,6,1624718803.827,1624718804.356,4613,3997,5353482d,SSH-,41,5353482d,SSH-,41
SSH,134.122.80.82,138.68.65.189,7002,47626,6,1624718804.364,1624718804.880,23529,3709,5353482d,SSH-,41,5353482d,SSH-,41
Unknown_TCP,138.68.65.189,138.68.65.189,6007,44380,6,1624718804.884,1624718804.885,0,23479,00000000,....,0,7365703d,sep=,16384
SSH,134.122.80.82,138.68.65.189,7000,46042,6,1624718804.912,1624718805.427,3253,3333,5353482d,SSH-,41,5353482d,SSH-,41
FTP_Data,138.68.65.189,138.68.65.189,6008,42450,6,1624718805.436,1624718805.437,0,100980,00000000,....,0,1a45dfa3,.E..,16384
SSH,138.197.177.67,138.68.65.189,7008,38836,6,1624718805.465,1624718806.346,192001,3957,5353482d,SSH-,41,5353482d,SSH-,41
SSL/TLS,138.197.177.67,138.68.65.189,4012,51310,6,1624718806.353,1624718806.366,642,698874,16030101,....,371,16030300,....,1419
SSL/TLS,138.197.177.67,138.68.65.189,4004,59582,6,1624718806.379,1624718806.393,631,765075,16030101,....,371,16030300,....,1419
SSL/TLS,138.197.177.67,138.68.65.189,4000,32806,6,1624718806.406,1624718806.413,619,2424,16030101,....,371,16030300,....,1419
SSH,134.122.80.82,138.68.65.189,7005,50398,6,1624718806.430,1624718806.947,66921,3769,5353482d,SSH-,41,5353482d,SSH-,41
HTTP_NonStandard,138.68.92.16,138.68.65.189,8003,58578,6,1624718806.955,1624718806.962,463225,229,48545450,HTTP,194,47455420,GET.,229
SSH,134.122.80.82,138.68.65.189,7002,47646,6,1624718806.978,1624718807.507,52485,3801,5353482d,SSH-,41,5353482d,SSH-,41
SSH,138.197.177.67,138.68.65.189,7011,50598,6,1624718807.517,1624718808.412,299569,4209,5353482d,SSH-,41,5353482d,SSH-,41
SSH,138.68.65.189,138.68.65.189,3005,60440,6,1624718808.424,1624718809.051,3113,45561,5353482d,SSH-,41,5353482d,SSH-,41
SSH,138.197.177.67,138.68.65.189,7011,50602,6,1624718809.066,1624718809.949,297965,4117,5353482d,SSH-,41,5353482d,SSH-,41
SSH,138.68.92.16,138.68.65.189,3009,43286,6,1624718809.958,1624718810.666,3265,432681,5353482d,SSH-,41,5353482d,SSH-,41
FTP_Data,138.68.65.189,138.68.65.189,6012,47698,6,1624718810.670,1624718810.676,0,586071,00000000,....,0,00000020,....,16384
SSL/TLS,138.197.177.67,138.68.65.189,4004,59602,6,1624718810.698,1624718810.716,631,774313,16030101,....,371,16030300,....,1419
SSH,138.197.177.67,138.68.65.189,7009,46686,6,1624718810.731,1624718811.567,348869,4309,5353482d,SSH-,41,5353482d,SSH-,41
SSH,138.197.177.67,138.68.65.189,7007,45810,6,1624718811.575,1624718812.451,86877,3865,5353482d,SSH-,41,5353482d,SSH-,41
FTP_Data,138.68.65.189,138.68.65.189,6004,52538,6,1624718812.457,1624718812.458,0,559792,00000000,....,0,52494646,RIFF,16384
SSH,138.68.92.16,138.68.65.189,3011,58958,6,1624718812.481,1624718813.189,3177,297013,5353482d,SSH-,41,5353482d,SSH-,41
FTP_Control,134.122.80.82,138.68.65.189,2006,36002,6,1624718813.194,1624718813.202,108,306,55534552,USER,16,32323020,220.,28
SSH,138.68.65.189,138.68.65.189,3000,49430,6,1624718813.216,1624718813.826,3025,2881,5353482d,SSH-,41,5353482d,SSH-,41
SSH,134.122.80.82,138.68.65.189,7001,50042,6,1624718813.840,1624718814.354,4517,3837,5353482d,SSH-,41,5353482d,SSH-,41
